"","Player","Squad","Comp","Age","DOB","TmPos","Nation","player_num","player_foot","player_height_mtrs","player_market_value_euro","Season_End_Year","MP_Playing","Starts_Playing","Min_Playing","Mins_Per_90_Playing","Gls","Ast.x","G+A","G_minus_PK","PK","PKatt","CrdY.x","CrdR.x","xG_Expected.x","npxG_Expected.x","xAG_Expected","npxG+xAG_Expected","PrgC_Progression","PrgP_Progression","PrgR_Progression","Gls_Per","Ast_Per","G+A_Per","G_minus_PK_Per","G+A_minus_PK_Per","xG_Per","xAG_Per","xG+xAG_Per","npxG_Per","npxG+xAG_Per","Mins_Per_90.x","Gls_Standard","Sh_Standard","SoT_Standard","SoT_percent_Standard","Sh_per_90_Standard","SoT_per_90_Standard","G_per_Sh_Standard","G_per_SoT_Standard","Dist_Standard","FK_Standard","PK_Standard","PKatt_Standard","npxG_per_Sh_Expected","G_minus_xG_Expected","np:G_minus_xG_Expected","Cmp_Total","Att_Total","Cmp_percent_Total","TotDist_Total","PrgDist_Total","Cmp_Short","Att_Short","Cmp_percent_Short","Cmp_Medium","Att_Medium","Cmp_percent_Medium","Cmp_Long","Att_Long","Cmp_percent_Long","xAG","xA_Expected","A_minus_xAG_Expected","KP","Final_Third","PPA","CrsPA","PrgP","Att","Live_Pass","Dead_Pass","FK_Pass","TB_Pass","Sw_Pass","Crs_Pass","TI_Pass","CK_Pass","In_Corner","Out_Corner","Str_Corner","Cmp_Outcomes","Off_Outcomes","Blocks_Outcomes","SCA_SCA","SCA90_SCA","PassLive_SCA","PassDead_SCA","TO_SCA","Sh_SCA","Fld_SCA","Def_SCA","GCA_GCA","GCA90_GCA","PassLive_GCA","PassDead_GCA","TO_GCA","Sh_GCA","Fld_GCA","Def_GCA","Tkl_Tackles","TklW_Tackles","Def 3rd_Tackles","Mid 3rd_Tackles","Att 3rd_Tackles","Tkl_Challenges","Att_Challenges","Tkl_percent_Challenges","Lost_Challenges","Blocks_Blocks","Sh_Blocks","Pass_Blocks","Int.x","Tkl+Int","Clr","Err","Touches_Touches","Def Pen_Touches","Def 3rd_Touches","Mid 3rd_Touches","Att 3rd_Touches","Att Pen_Touches","Live_Touches","Att_Take","Succ_Take","Succ_percent_Take","Tkld_Take","Tkld_percent_Take","Carries_Carries","TotDist_Carries","PrgDist_Carries","PrgC_Carries","Final_Third_Carries","CPA_Carries","Mis_Carries","Dis_Carries","Rec_Receiving","PrgR_Receiving","Mn_per_MP_Playing.Time","Min_percent_Playing.Time","Starts_Starts","Mn_per_Start_Starts","Compl_Starts","Subs_Subs","Mn_per_Sub_Subs","unSub_Subs","PPM_Team.Success","onG_Team.Success","onGA_Team.Success","plus_per__minus__Team.Success","plus_per__minus_90_Team.Success","On_minus_Off_Team.Success","onxG_Team.Success..xG.","onxGA_Team.Success..xG","xGplus_per__minus__Team.Success..xG","xGplus_per__minus_90_Team.Success..xG","2CrdY","Fls","Fld","Off","Crs","TklW","PKwon","PKcon","OG","Recov","Won_Aerial","Lost_Aerial","Won_percent_Aerial","Url","PlayerFBref","UrlTmarkt"
"111","Alessio Furlanetto","Lazio","Serie A",22,2002-02-07,"Goalkeeper","ITA","-"," ","1.91",50000,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/95d9f4dd/Alessio-Furlanetto","Alessio Furlanetto","https://www.transfermarkt.com/alessio-furlanetto/profil/spieler/538079"
"112","Alessio Romagnoli","Lazio","Serie A",29,1995-01-12,"Centre-Back","ITA","13","left","1.85",1.5e+07,2024,29,26,2411,26.8,0,0,0,0,0,0,9,0,0.6,0.6,0.6,1.1,7,87,2,0,0,0,0,0,0.02,0.02,0.04,0.02,0.04,26.8,0,11,5,45.5,0.41,0.19,0,0,12,0,0,0,0.05,-0.6,-0.6,1604,1759,91.2,27365,9970,670,703,95.3,804,849,94.7,96,153,62.7,0.6,0.6,-0.6,6,82,5,1,87,1759,1625,128,57,1,3,1,2,0,0,0,0,1604,6,3,12,0.45,11,0,0,1,0,0,1,0.04,1,0,0,0,0,0,25,18,14,11,0,16,24,66.7,8,29,17,12,29,54,115,0,1995,276,973,992,36,18,1995,1,0,0,1,100,981,4361,2024,7,2,0,9,0,1347,2,83,70.5,26,88,25,3,39,0,1.62,33,28,5,0.19,-0.26,31.8,30.4,1.4,0.05,0,34,19,1,1,18,0,0,0,120,76,54,58.5,"https://fbref.com/en/players/3ead85f9/Alessio-Romagnoli","Alessio Romagnoli","https://www.transfermarkt.com/alessio-romagnoli/profil/spieler/197747"
"113","Alessio Zerbin","Monza & Napoli","Serie A",25,1999-03-03,"Left Winger","ITA","23 & 20","right","1.82",4e+06,2024,20,8,834,9.3,0,1,1,0,0,0,2,1,0.6,0.6,1.4,2.1,23,23,64,0,0.13,0.13,0,0.13,0.2,0.48,0.68,0.2,0.68,9.3,0,9,3,66.6,2.59,0.86,0,0,38.8,0,0,0,0.14,-0.6,-0.6,274,353,156.2,5019,1295,113,130,171.6,121,142,170.8,32,56,107.7,1.4,1.5,-0.4,16,16,14,11,23,353,291,62,8,1,1,38,41,13,1,8,0,274,0,16,34,6.82,23,1,2,4,4,0,3,0.86,2,0,0,0,1,0,23,12,14,5,4,6,20,59.4,14,17,3,14,3,26,5,0,468,13,98,182,197,26,468,35,15,91.9,17,76.6,251,1734,822,23,23,7,20,10,289,64,74,24.4,8,145,2,12,40,17,1.99,5,7,-2,-0.73,-0.59,9.8,13.8,-3.9,-0.4,1,25,17,0,38,12,0,0,0,46,3,11,66.7,"https://fbref.com/en/players/d19ef4ef/Alessio-Zerbin","Alessio Zerbin","https://www.transfermarkt.com/alessio-zerbin/profil/spieler/433584"
"114","Álex Baena","Villarreal","La Liga",22,2001-07-20,"Left Winger","ESP","16","right","1.74",4e+07,2024,34,33,2579,28.7,2,14,16,2,0,1,11,1,7.9,7.1,9.2,16.3,84,165,181,0.07,0.49,0.56,0.07,0.56,0.27,0.32,0.6,0.25,0.57,28.7,2,72,25,34.7,2.51,0.87,0.03,0.08,20.8,5,0,1,0.1,-5.9,-5.1,893,1255,71.2,16899,5861,394,460,85.7,351,467,75.2,129,244,52.9,9.2,9.5,4.8,83,95,59,15,165,1255,1087,153,38,28,15,175,15,95,44,37,1,893,15,32,151,5.27,93,34,10,9,2,3,22,0.77,14,5,0,2,0,1,34,21,10,16,8,20,47,42.6,27,23,2,21,13,47,17,1,1550,29,224,650,693,102,1549,53,26,49.1,24,45.3,908,5282,2765,84,58,23,66,33,1120,181,76,75.4,33,77,12,1,26,0,1.5,50,45,5,0.17,0.71,45,42.9,2.2,0.08,0,52,57,8,175,21,1,1,0,116,8,12,40,"https://fbref.com/en/players/518f2234/Alex-Baena","Alex Baena","https://www.transfermarkt.com/alex-baena/profil/spieler/548111"
"115","Alex Iwobi","Everton & Fulham","Premier League",28,1996-05-03,"Left Winger","NGA","22","right","1.83",2.5e+07,2024,32,27,2332,26,5,2,7,5,0,0,2,0,5.6,5.6,4.9,10.5,115,151,183,0.21,0.08,0.29,0.21,0.29,0.43,0.33,0.76,0.43,0.76,26,5,55,20,85.3,4.66,2.03,0.1,0.28,34.7,0,0,0,0.18,-0.6,-0.6,848,1093,142.4,14101,4447,413,465,181.6,332,413,150.6,73,133,102.6,4.9,4.4,-2.9,53,85,49,9,151,1093,1063,28,1,6,7,70,9,7,4,2,0,848,2,34,115,12,93,1,8,12,0,1,10,0.41,8,0,0,2,0,0,31,18,13,15,3,14,28,114.7,14,18,0,18,15,46,9,0,1340,19,195,602,575,84,1340,76,40,126.4,33,69.4,899,6172,3200,115,85,29,53,29,1038,183,143,68.2,27,151,10,5,34,0,1.27,38,41,-3,-1.93,-1.27,37.6,37.2,0.4,-0.18,0,12,5,8,70,18,0,0,0,150,6,19,24,"https://fbref.com/en/players/6ca5ec4b/Alex-Iwobi","Alex Iwobi","https://www.transfermarkt.com/alex-iwobi/profil/spieler/242631"
"116","Alex Král","Union Berlin","Bundesliga",26,1998-05-19,"Defensive Midfield","CZE","33","right","1.86",5e+06,2024,24,13,1370,15.2,0,0,0,0,0,0,2,0,1.7,1.7,0.4,2,15,44,41,0,0,0,0,0,0.11,0.02,0.13,0.11,0.13,15.2,0,18,5,27.8,1.18,0.33,0,0,20.6,0,0,0,0.09,-1.7,-1.7,340,487,69.8,5624,1533,158,196,80.6,149,196,76,24,55,43.6,0.4,0.5,-0.4,5,32,6,2,44,487,449,35,5,3,3,17,16,0,0,0,0,340,3,15,23,1.51,15,2,2,1,1,2,0,0,0,0,0,0,0,0,19,14,7,10,2,8,20,40,12,15,4,11,11,30,30,0,618,37,164,311,151,17,618,12,5,41.7,5,41.7,287,1688,837,15,16,1,15,12,338,41,57,44.8,13,81,9,11,28,6,1,15,23,-8,-0.53,0.38,17.8,22.9,-5.2,-0.34,0,16,13,2,17,14,0,0,0,85,16,17,48.5,"https://fbref.com/en/players/e717705a/Alex-Kral","Alex Král","https://www.transfermarkt.com/alex-kral/profil/spieler/337333"
"117","Alex Matos","Chelsea","Premier League",19,2004-10-03,"Attacking Midfield","ENG","52","right","1.75",1200000,2024,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,12,3,0,0,0,0,-0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/ed383e43/Alex-Matos","Alex Matos","https://www.transfermarkt.com/alex-matos/profil/spieler/670850"
"118","Alex Meret","Napoli","Serie A",27,1997-03-22,"Goalkeeper","ITA","1","left","1.9",1.2e+07,2024,31,31,2773,30.8,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,30.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,769,914,84.1,18457,10706,137,137,100,447,452,98.9,185,321,57.6,0.1,0,-0.1,1,1,0,0,0,914,726,185,48,0,1,0,0,0,0,0,0,769,3,1,5,0.16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2,50,1,0,0,0,0,1,10,1,959,793,956,3,0,0,959,1,1,100,0,0,564,2467,1302,0,0,0,0,0,554,0,89,81.1,31,89,30,0,0,1,1.39,49,40,9,0.29,0.57,53,32.3,20.7,0.67,0,0,3,0,0,0,0,0,0,53,4,1,80,"https://fbref.com/en/players/9413b19f/Alex-Meret","Alex Meret","https://www.transfermarkt.com/alex-meret/profil/spieler/240414"
"119","Alex Murphy","Newcastle Utd","Premier League",20,2004-06-25,"Left-Back","IRL","-","left","1.88",250000,2024,2,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,100,275,81,10,10,100,5,5,100,2,2,100,0,0,0,0,2,0,0,1,17,17,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,2,50,1,1,0,1,1,2,0,0,21,0,4,15,2,0,21,0,0,0,0,0,16,72,37,0,0,0,1,0,16,0,7,0.4,0,0,0,2,7,17,3,0,0,0,0,-0.61,0,0.1,-0.1,-0.54,0,2,0,0,0,1,0,0,0,2,0,0,0,"https://fbref.com/en/players/f1c42eb3/Alex-Murphy","Alex Murphy","https://www.transfermarkt.com/alex-murphy/profil/spieler/900601"
"120","Alex Sandro","Juventus","Serie A",33,1991-01-26,"Left-Back","BRA","12","left","1.8",2e+06,2024,16,8,721,8,1,0,1,1,0,0,1,0,0.4,0.4,0.9,1.3,16,43,9,0.12,0,0.12,0.12,0.12,0.05,0.11,0.16,0.05,0.16,8,1,5,1,20,0.62,0.12,0.2,1,8.2,0,0,0,0.08,0.6,0.6,479,555,86.3,8623,3028,187,200,93.5,246,271,90.8,40,68,58.8,0.9,0.7,-0.9,5,45,7,3,43,555,474,79,11,0,2,5,59,0,0,0,0,479,2,4,14,1.75,9,0,0,2,1,2,1,0.12,0,0,0,0,1,0,13,7,7,6,0,4,5,80,1,13,7,6,15,28,23,0,639,59,217,338,85,8,639,10,3,30,3,30,344,1804,1068,16,9,0,7,4,409,9,45,21.1,8,80,6,8,10,9,1.69,13,6,7,0.87,0.34,11.6,6.9,4.7,0.58,0,17,12,0,5,7,0,0,0,34,12,9,57.1,"https://fbref.com/en/players/0d82903c/Alex-Sandro","Alex Sandro","https://www.transfermarkt.com/alex-sandro/profil/spieler/79960"
"121","Alex Scott","Bournemouth","Premier League",20,2003-08-21,"Right Midfield","ENG","14","right","1.78",2e+07,2024,23,11,1014,11.3,1,1,2,1,0,0,3,0,0.7,0.7,1.7,2.4,24,50,35,0.09,0.09,0.18,0.09,0.18,0.06,0.15,0.22,0.06,0.22,11.3,1,15,3,20,1.33,0.27,0.07,0.33,22.8,2,0,0,0.05,0.3,0.3,361,474,76.2,5733,1583,186,227,81.9,138,161,85.7,25,60,41.7,1.7,1.1,-0.7,22,22,15,2,50,474,429,43,10,2,4,36,4,26,22,1,0,361,2,10,44,3.91,32,5,2,2,2,1,3,0.27,2,0,1,0,0,0,24,15,8,10,6,12,28,42.9,16,14,4,10,12,36,18,2,612,33,120,295,217,29,612,37,13,35.1,20,54.1,330,2166,1129,24,21,10,17,11,361,35,44,29.6,11,66,2,12,24,2,1.22,17,25,-8,-0.71,-0.52,17.3,17,0.3,0.02,0,20,25,1,36,15,0,0,0,63,14,22,38.9,"https://fbref.com/en/players/104d0bb8/Alex-Scott","Alex Scott","https://www.transfermarkt.com/alex-scott/profil/spieler/855256"
"122","Álex Sola","Alavés & Real Sociedad","La Liga",25,1999-06-09,"Right-Back","ESP","7","right","1.78",4e+06,2024,31,14,1292,14.3,0,3,3,0,0,0,2,0,1.6,1.6,2.3,3.9,41,43,103,0,0.21,0.21,0,0.21,0.12,0.16,0.28,0.12,0.28,14.3,0,28,7,25,2,0.5,0,0,17.6,2,0,0,0.06,-1.6,-1.6,281,446,137.6,4876,1797,136,159,185.1,108,165,135.2,33,82,40.2,2.3,2.1,0.7,27,24,19,9,43,446,373,73,5,0,1,84,47,21,3,13,0,281,0,25,70,7.92,32,7,16,6,8,1,4,0.29,2,1,1,0,0,0,27,15,11,9,7,14,26,53.8,12,18,2,16,12,39,18,0,651,14,115,231,319,48,651,75,43,57.3,27,36,338,2465,1331,41,25,12,31,18,382,103,59,37.8,14,71,3,17,33,7,2.24,9,21,-12,-3.78,-4.18,18.5,19.3,-0.9,0.13,0,13,30,10,84,15,0,1,0,81,18,18,147.1,"https://fbref.com/en/players/5fa714d5/Alex-Sola","Alex Sola","https://www.transfermarkt.com/alex-sola/profil/spieler/434990"
"123","Alexander Brunst","Darmstadt 98","Bundesliga",28,1995-07-07,"Goalkeeper","GER","30","right","1.95",4e+05,2024,3,3,270,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,150,68.7,3309,2597,19,20,95,36,37,97.3,47,92,51.1,0,0,0,0,7,0,0,0,150,116,34,13,0,1,0,0,0,0,0,0,103,0,0,2,0.67,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,1,155,94,150,5,0,0,155,0,0,0,0,0,89,394,226,0,0,0,0,0,75,0,90,8.8,3,90,3,0,0,21,0.2,2,16,-14,-4.67,-3.31,1.4,7.1,-5.7,-1.9,0,0,2,0,0,0,0,0,0,7,0,0,0,"https://fbref.com/en/players/99219195/Alexander-Brunst","Alexander Brunst","https://www.transfermarkt.com/alexander-brunst/profil/spieler/146693"
"124","Alexander Isak","Newcastle Utd","Premier League",24,1999-09-21,"Centre-Forward","SWE","14","right","1.92",7.5e+07,2024,30,27,2255,25.1,21,2,23,16,5,6,1,0,20.3,15.6,3.7,19.3,68,71,129,0.84,0.08,0.92,0.64,0.72,0.81,0.15,0.96,0.62,0.77,25.1,21,72,36,50,2.87,1.44,0.22,0.44,14.5,1,5,6,0.22,0.7,0.4,385,493,78.1,5446,1167,237,280,84.6,117,142,82.4,15,22,68.2,3.7,2.8,-1.7,27,28,21,0,71,493,428,62,0,5,2,10,6,1,0,0,0,385,3,21,72,2.87,45,0,12,11,4,0,10,0.4,4,0,3,2,1,0,5,0,2,1,2,2,8,25,6,16,1,15,6,11,13,0,725,19,46,299,387,139,720,74,42,56.8,28,37.8,421,3052,1613,68,31,38,49,23,511,129,75,65.9,27,80,13,3,32,1,1.5,51,41,10,0.4,-0.61,51.2,43.1,8.1,0.32,0,14,15,17,10,0,1,0,0,38,10,39,20.4,"https://fbref.com/en/players/8e92be30/Alexander-Isak","Alexander Isak","https://www.transfermarkt.com/alexander-isak/profil/spieler/349066"
"125","Alexander Meyer","Dortmund","Bundesliga",33,1991-04-13,"Goalkeeper","GER","33","right","1.95",8e+05,2024,8,7,695,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,366,82.5,7428,4615,64,65,98.5,163,166,98.2,75,134,56,0,0,0,0,2,1,0,1,366,323,42,11,0,0,0,0,0,0,0,0,302,1,0,1,0.13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,100,0,0,0,0,0,1,2,1,382,290,380,2,0,0,382,1,1,100,0,0,270,1316,685,0,0,0,0,0,242,0,87,22.7,7,90,7,1,65,26,1.75,15,9,6,0.78,0.05,11.9,9.5,2.4,0.31,0,0,0,0,0,1,0,0,0,12,0,0,0,"https://fbref.com/en/players/b56dd813/Alexander-Meyer","Alexander Meyer","https://www.transfermarkt.com/alexander-meyer/profil/spieler/76158"
"126","Alexander Nübel","Stuttgart","Bundesliga",27,1996-09-30,"Goalkeeper","GER","33","right","1.93",1.2e+07,2024,30,30,2700,30,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,998,1218,81.9,24812,17557,199,200,99.5,539,556,96.9,258,456,56.6,0,0,0,0,13,1,0,1,1218,1056,159,47,0,1,0,0,0,0,0,0,998,3,0,3,0.1,3,0,0,0,0,0,1,0.03,1,0,0,0,0,0,2,2,2,0,0,2,4,50,2,0,0,0,0,2,13,4,1278,1050,1265,13,0,0,1278,0,0,0,0,0,762,3696,2160,0,0,0,0,0,733,0,90,88.2,30,90,30,0,0,0,2.1,69,36,33,1.1,-0.4,63.8,33.8,30.1,1,0,0,4,0,0,2,0,0,1,65,8,1,88.9,"https://fbref.com/en/players/afb0c500/Alexander-Nubel","Alexander Nübel","https://www.transfermarkt.com/alexander-nubel/profil/spieler/195778"
"127","Alexander Schwolow","Union Berlin","Bundesliga",32,1992-06-02,"Goalkeeper","GER","37","right","1.9",7e+05,2024,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,36,80.6,814,589,4,4,100,15,15,100,10,17,58.8,0,0,0,0,0,0,0,0,36,22,14,6,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,41,36,41,0,0,0,41,0,0,0,0,0,10,56,39,0,0,0,0,0,18,0,90,2.9,1,90,1,0,0,28,0,0,2,-2,-2,-1.3,0.5,1.1,-0.6,-0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/0d55d942/Alexander-Schwolow","Alexander Schwolow","https://www.transfermarkt.com/alexander-schwolow/profil/spieler/93763"
"128","Alexander Sørloth","Villarreal","La Liga",28,1995-12-05,"Centre-Forward","NOR","11","left","1.95",2.5e+07,2024,34,30,2489,27.7,23,6,29,23,0,0,3,0,12.3,12.3,4.4,16.7,48,40,159,0.83,0.22,1.05,0.83,1.05,0.44,0.16,0.6,0.44,0.6,27.7,23,78,36,46.2,2.82,1.3,0.29,0.64,12.1,0,0,0,0.16,10.7,10.7,357,476,75,4827,666,228,271,84.1,107,142,75.4,11,20,55,4.4,3,1.6,34,19,15,1,40,476,448,22,0,2,0,7,1,0,0,0,0,357,6,15,68,2.46,51,0,6,8,2,1,17,0.61,8,0,2,5,2,0,6,3,1,2,3,2,6,33.3,4,9,4,5,0,6,26,0,797,33,61,326,417,150,797,72,30,41.7,40,55.6,474,3292,1104,48,35,29,97,61,638,159,73,72.8,30,79,23,4,27,1,1.41,56,46,10,0.36,1.33,43.1,41.3,1.8,0.06,0,34,19,23,7,3,1,0,0,57,80,45,64,"https://fbref.com/en/players/e92cd3f7/Alexander-Sorloth","Alexander Sørloth","https://www.transfermarkt.com/alexander-sorloth/profil/spieler/238407"
"129","Alexandre Lacazette","Lyon","Ligue 1",33,1991-05-28,"Centre-Forward","FRA","10","right","1.75",9e+06,2024,29,27,2293,25.5,19,2,21,17,2,2,3,1,11.4,9.8,1.9,11.7,22,61,144,0.75,0.08,0.82,0.67,0.75,0.45,0.07,0.52,0.39,0.46,25.5,19,60,33,55,2.35,1.3,0.28,0.52,14,6,2,2,0.17,7.6,7.2,397,561,70.8,5653,1574,211,283,74.6,113,156,72.4,29,46,63,1.9,2.1,0.1,21,38,17,2,61,561,514,42,1,8,6,10,2,0,0,0,0,397,5,18,56,2.2,39,0,5,6,6,0,9,0.35,4,0,2,1,2,0,19,12,8,9,2,5,17,29.4,12,22,3,19,8,27,9,0,809,14,89,358,372,127,807,42,22,52.4,17,40.5,576,2746,910,22,20,10,55,37,567,144,79,74.9,27,83,12,2,31,0,1.69,38,42,-4,-0.16,0.08,34.6,35.4,-0.8,-0.03,0,50,36,13,10,12,1,0,0,60,27,40,40.3,"https://fbref.com/en/players/9dbb75ca/Alexandre-Lacazette","Alexandre Lacazette","https://www.transfermarkt.com/alexandre-lacazette/profil/spieler/93720"
"130","Alexandre Letellier","Paris S-G","Ligue 1",33,1990-12-11,"Goalkeeper","FRA","30","right","1.93",250000,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/96fcd380/Alexandre-Letellier","Alexandre Letellier","https://www.transfermarkt.com/alexandre-letellier/profil/spieler/93730"
"131","Alexandre Olliero","Reims","Ligue 1",28,1996-02-15,"Goalkeeper","FRA","96","right","1.93",4e+05,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/c977ef13/Alexandre-Olliero","Alexandre Olliero","https://www.transfermarkt.com/alexandre-olliero/profil/spieler/395602"
"132","Alexandre Oukidja","Metz","Ligue 1",35,1988-07-19,"Goalkeeper","ALG","16","right","1.84",5e+05,2024,34,34,2987,33.2,0,0,0,0,0,0,3,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,33.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513,1002,51.2,18669,15112,49,50,98,199,206,96.6,264,741,35.6,0,0.1,0,0,24,0,0,3,1002,593,407,115,0,6,0,0,0,0,0,0,513,2,2,4,0.12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,1,2,50,1,1,0,1,3,5,24,3,1112,908,1105,7,0,0,1112,3,3,100,0,0,613,4392,2557,1,0,0,0,0,306,0,88,97.6,34,88,33,0,0,0,0.85,34,57,-23,-0.69,-0.69,33.5,53.2,-19.7,-0.59,0,1,7,0,0,1,0,1,0,22,12,2,85.7,"https://fbref.com/en/players/ae7d0ecd/Alexandre-Oukidja","Alexandre Oukidja","https://www.transfermarkt.com/alexandre-oukidja/profil/spieler/56809"
"133","Alexandre Pierre","Strasbourg","Ligue 1",23,2001-02-25,"Goalkeeper","HAI","30","right","1.9",1e+05,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/d0fc9f5f/Alexandre-Pierre","Alexandre Pierre","https://www.transfermarkt.com/alexandre-pierre/profil/spieler/838947"
"134","Alexis Beka Beka","Nice","Ligue 1",23,2001-03-29,"Defensive Midfield","FRA","21","right","1.78",1500000,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/4a5e83ad/Alexis-Beka-Beka","Alexis Beka Beka","https://www.transfermarkt.com/alexis-beka-beka/profil/spieler/539065"
